geonameid	name	lat	lon	feature_code	admin1	admin2	population	timezone	modified
490976	Solntsevo	51.41552	36.75667	PPLA2	41		4374	Europe/Moscow	2025-07-16
490996	Solnechnogorsk	56.17527	36.97082	PPLA2	47		58891	Europe/Moscow	2025-07-16
491019	Sol’-Iletsk	51.16239	54.99157	PPLA2	55		27419	Asia/Yekaterinburg	2024-11-12
491023	Solikamsk	59.66686	56.74267	PPLA2	90		100812	Asia/Yekaterinburg	2026-03-23
491025	Soligalich	59.0784	42.28713	PPLA2	37		6886	Europe/Moscow	2023-12-11
491145	Sokol’skoye	57.13947	43.16263	PPLA2	51		6474	Europe/Moscow	2023-12-11
491250	Sokol’niki	55.80202	37.67159	PPLX	48		57000	Europe/Moscow	2013-04-02
491280	Sokol	55.8	37.51667	PPLX	48		57000	Europe/Moscow	2013-04-02
491422	Sochi	43.59699	39.72477	PPLA2	38	6695246	327608	Europe/Moscow	2024-09-12
491480	Sobinka	55.99003	40.02052	PPLA2	83		20458	Europe/Moscow	2023-09-06
491687	Smolensk	54.77826	32.05088	PPLA	69		330025	Europe/Moscow	2026-04-14
491882	Slobodskoy	58.73133	50.17119	PPLA2	33		32361	Europe/Kirov	2024-01-09
492094	Slavyansk-na-Kubani	45.25145	38.12129	PPLA2	38		65196	Europe/Moscow	2024-09-12
492112	Slavsk	55.0425	21.67704	PPLA2	23		5248	Europe/Kaliningrad	2019-09-05
492162	Slantsy	59.1179	28.08826	PPLA2	42		36209	Europe/Moscow	2023-10-06
492376	Skopin	53.82499	39.5531	PPLA2	62		24357	Europe/Moscow	2023-06-14
492592	Siva	58.38057	54.37377	PPLA2	90		4744	Asia/Yekaterinburg	2024-05-14
493040	Sigayevo	56.42163	53.77566	PPLA2	80		5780	Europe/Samara	2024-02-08
493160	Sibay	52.71793	58.66667	PPLA2	08		61590	Asia/Yekaterinburg	2024-12-12
493231	Shuya	56.84864	41.3869	PPLA2	21		60705	Europe/Moscow	2023-11-07
493405	Shumyachi	53.8578	32.42551	PPLA2	69		4607	Europe/Moscow	2023-02-10
493702	Mikhaylovsk	45.13097	42.02703	PPLA2	70		59198	Europe/Moscow	2024-01-09
493721	Shovgenovskiy	45.01887	40.22585	PPLA2	01		3830	Europe/Moscow	2024-01-09
494366	Shimsk	58.20997	30.7179	PPLA2	52		3755	Europe/Moscow	2023-09-06
494427	Shilovo	54.32005	40.87958	PPLA2	62		16159	Europe/Moscow	2023-06-14
494519	Shikhany	52.11614	47.19898	PPLA2	67		6688	Europe/Saratov	2025-07-16
494531	Shigony	53.38621	48.67405	PPLA2	65		5268	Europe/Samara	2025-07-16
494877	Shentala	54.43354	51.46625	PPLA2	65		6595	Europe/Samara	2025-07-16
494884	Shenkursk	62.10896	42.90065	PPLA2	06		5893	Europe/Moscow	2024-02-08
495000	Shelkovskaya	43.50774	46.33622	PPLA2	12		9602	Europe/Moscow	2023-12-11
495112	Shebekino	50.41342	36.92537	PPLA2	09		45194	Europe/Moscow	2024-10-11
495136	Shchukino	55.8	37.45	PPLX	48		102000	Europe/Moscow	2026-05-02
495206	Shchigry	51.87598	36.90535	PPLA2	41		19198	Europe/Moscow	2023-07-11
495344	Shchyolkovo	55.92497	37.97218	PPL	47		113000	Europe/Moscow	2023-05-28
495394	Shchëkino	54.00734	37.50647	PPLA2	76		60700	Europe/Moscow	2023-05-11
495518	Shatura	55.57259	39.53417	PPLA2	47		30069	Europe/Moscow	2023-07-11
495532	Shatsk	54.02369	41.71699	PPLA2	62		5686	Europe/Moscow	2026-01-09
495562	Shatki	55.18774	44.12071	PPLA2	51		8773	Europe/Moscow	2023-12-11
495619	Shar’ya	58.36848	45.51622	PPLA2	37		29800	Europe/Moscow	2023-12-11
495670	Sharlyk	52.92596	54.74091	PPLA2	55		8072	Asia/Yekaterinburg	2024-11-12
495688	Sharkan	57.29885	53.87122	PPLA2	80		6523	Europe/Samara	2024-02-08
495767	Sharanga	57.17704	46.538	PPLA2	51		6709	Europe/Moscow	2023-12-11
495770	Sharan	54.82106	53.99223	PPLA2	08		5555	Asia/Yekaterinburg	2024-12-12
495915	Shalya	57.2471	58.7298	PPLA2	71		6689	Asia/Yekaterinburg	2024-04-20
495957	Shali	43.14806	45.90194	PPLA2	12		25000	Europe/Moscow	2024-09-08
496012	Shakhun’ya	57.67603	46.61171	PPLA2	51		22400	Europe/Moscow	2023-12-11
496015	Shakhty	47.71916	40.21603	PPLA2	61		221312	Europe/Moscow	2024-09-12
496035	Shakhovskaya	56.03082	35.50638	PPLA2	47		10353	Europe/Moscow	2023-07-11
496159	Shablykino	52.85639	35.19746	PPLA2	56		3848	Europe/Moscow	2023-05-11
496246	Sevsk	52.14904	34.49347	PPLA2	10	496244	7594	Europe/Moscow	2025-12-21
496267	Severskaya	44.85393	38.67924	PPLA2	38		22849	Europe/Moscow	2024-09-12
496275	Severoural’sk	60.15328	59.95205	PPLA2	71		33500	Asia/Yekaterinburg	2024-04-20
496278	Severomorsk	69.06936	33.40807	PPLA2	49		53921	Europe/Moscow	2024-02-08
496285	Severodvinsk	64.55825	39.82971	PPLA2	06		194292	Europe/Moscow	2024-02-08
496348	Severnyy	55.93583	37.54889	PPLX	48		200000	Europe/Moscow	2013-03-31
496361	Severnyy	47.28936	39.71249	PPLA4	61		0	Europe/Moscow	2009-12-16
496381	Severnoye	54.0928	52.54184	PPLA2	55		4695	Asia/Yekaterinburg	2024-11-12
496527	Serpukhov	54.9198	37.41618	PPLA2	47		128158	Europe/Moscow	2023-07-11
496561	Sernur	56.93583	49.14923	PPLA2	45		8921	Europe/Moscow	2023-12-11
496564	Sernovodsk	43.31277	45.15969	PPLA2	12	12624856	9882	Europe/Moscow	2023-12-11
496610	Sergokala	42.45384	47.66017	PPLA2	17		8165	Europe/Moscow	2023-10-06
496637	Sergiyevsk	53.9431	51.16853	PPLA2	65		0	Europe/Samara	2025-07-16
496638	Sergiyev Posad	56.31204	38.13869	PPLA2	47		109252	Europe/Moscow	2023-07-11
496802	Sergach	55.52771	45.45679	PPLA2	51		22361	Europe/Moscow	2023-12-11
496879	Serebryanyye Prudy	54.4748	38.72791	PPLA2	47		8953	Europe/Moscow	2023-07-11
496957	Serafimovich	49.57572	42.73227	PPLA2	84		9847	Europe/Volgograd	2024-09-12
497094	Sengiley	53.95849	48.79503	PPLA2	81		8018	Europe/Ulyanovsk	2025-09-09
497205	Semiluki	51.729	39.048	PPLA2	86		0	Europe/Moscow	2025-07-21
497218	Semikarakorsk	47.51683	40.80831	PPLA2	61		23583	Europe/Moscow	2024-09-12
497271	Semënovskoye	55.68333	37.55	PPLX	47		50000	Europe/Moscow	2013-04-02
497450	Semënov	56.78758	44.49619	PPLA2	51		24300	Europe/Moscow	2023-12-11
497547	Selty	57.3132	52.1345	PPLA2	80		5523	Europe/Samara	2024-02-08
497610	Sel’tso	53.36831	34.10328	PPLA2	10		18167	Europe/Moscow	2023-04-05
497661	Selizharovo	56.85188	33.44869	PPLA2	77		7096	Europe/Moscow	2023-05-11
497927	Segezha	63.74549	34.31614	PPLA2	28		33354	Europe/Moscow	2023-12-11
497984	Sechenovo	55.22448	45.88864	PPLA2	51		5151	Europe/Moscow	2023-12-11
498001	Sebezh	56.28607	28.48327	PPLA2	60		6688	Europe/Moscow	2023-06-14
498264	Savino	56.59298	41.21314	PPLA2	21		6133	Europe/Moscow	2023-11-07
498418	Satka	55.04103	59.04746	PPLA2	13		49384	Asia/Yekaterinburg	2025-02-18
498430	Satinka	52.37532	41.67161	PPLA2	72		3599	Europe/Moscow	2024-04-20
498525	Sarov	54.94802	43.31521	PPLA2	51		88000	Europe/Moscow	2023-12-11
498537	Sarmanovo	55.25439	52.58784	PPLA2	73		6339	Europe/Moscow	2025-09-09
498677	Saratov	51.54048	45.9901	PPLA	67	498661	844858	Europe/Saratov	2026-04-14
498687	Sarapul	56.47633	53.79782	PPL	80		98830	Europe/Samara	2023-06-03
498698	Saransk	54.18485	45.17166	PPLA	46		318841	Europe/Moscow	2026-04-14
498708	Saraktash	51.7874	56.35987	PPLA2	55		17413	Asia/Yekaterinburg	2024-11-12
498711	Sarayi	53.72947	41.00219	PPLA2	62		6439	Europe/Moscow	2023-06-14
498760	Sapozhok	53.94272	40.68286	PPLA2	62		4283	Europe/Moscow	2023-06-14
498817	Saint Petersburg	59.93863	30.31413	PPLA	66		5351935	Europe/Moscow	2026-04-14
498856	Sandovo	58.46418	36.4153	PPLA2	77		3807	Europe/Moscow	2023-05-11
498877	Sanchursk	56.9412	47.24951	PPLA2	33		5544	Europe/Kirov	2024-01-09
498956	Samoylovka	51.1854	43.70883	PPLA2	67		8584	Europe/Saratov	2025-07-16
499099	Samara	53.20767	50.13553	PPLA	65		1163399	Europe/Samara	2026-04-14
499161	Sal’sk	46.47494	41.54159	PPLA2	61		61000	Europe/Moscow	2024-09-12
499292	Salavat	53.3828	55.91094	PPLA2	08		159893	Asia/Yekaterinburg	2024-12-12
499342	Sakmara	51.98438	55.3338	PPLA2	55		4594	Asia/Yekaterinburg	2024-11-12
499453	Safonovo	55.11091	33.23728	PPLA2	69	499436	46000	Europe/Moscow	2023-02-10
499535	Sadovoye	47.77404	44.51082	PPLA2	24		6333	Europe/Moscow	2024-08-11
499717	Rzhev	56.26289	34.3289	PPLA2	77		62246	Europe/Moscow	2023-05-11
499782	Rzhaksa	52.13917	42.02759	PPLA2	72		5692	Europe/Moscow	2024-04-20
499975	Rybnoye	54.72531	39.51305	PPLA2	62		19159	Europe/Moscow	2023-06-14
499987	Rybnaya Sloboda	55.46247	50.14443	PPLA2	73		7190	Europe/Moscow	2025-09-09
500004	Rybinsk	58.04562	38.83811	PPLA2	88		216724	Europe/Moscow	2023-10-06
500019	Rybatskoye	59.8393	30.49873	PPLX	42		55076	Europe/Moscow	2016-08-19
500047	Ryazhsk	53.70588	40.08045	PPLA2	62		22041	Europe/Moscow	2023-06-14
500096	Ryazan’	54.62696	39.70415	PPLA	62		538962	Europe/Moscow	2026-04-14
500299	Ruzayevka	54.06004	44.94899	PPLA2	46		49311	Europe/Moscow	2024-05-14
500303	Ruza	55.70172	36.19321	PPLA2	47		13480	Europe/Moscow	2023-07-11
500316	Rutul	41.53439	47.42399	PPLA2	17		4237	Europe/Moscow	2023-10-06
500667	Rudnya	54.94712	31.09228	PPLA2	69		9615	Europe/Moscow	2023-02-10
500678	Rudnya	50.806	44.55626	PPLA2	84		8062	Europe/Volgograd	2024-09-12
500886	Rtishchevo	52.25973	43.78678	PPLA2	67		44013	Europe/Saratov	2025-07-16
501091	Rovnoye	50.77577	46.04946	PPLA2	67		5228	Europe/Saratov	2025-07-16
501127	Roven’ki	49.91786	38.9074	PPLA2	09		10939	Europe/Moscow	2026-04-04
501175	Rostov-on-Don	47.21997	39.70769	PPLA	61		1130305	Europe/Moscow	2026-04-14
501183	Rostov Veliky	57.19081	39.41307	PPLA2	88	501161	31039	Europe/Moscow	2026-04-06
501215	Rossosh’	51.1209	38.5116	PPL	86		64323	Europe/Moscow	2024-07-02
501231	Rossosh’	50.19645	39.56631	PPLA2	86		62000	Europe/Moscow	2025-07-16
501283	Roslavl’	53.95387	32.86409	PPLA2	69		56971	Europe/Moscow	2023-02-10
501349	Romodanovo	54.42006	45.34037	PPLA2	46		9646	Europe/Moscow	2024-05-14
501405	Romanovskaya	47.54267	42.02216	PPLA2	61		6885	Europe/Moscow	2024-09-12
501468	Romanovka	51.74311	42.75256	PPLA2	67		7746	Europe/Saratov	2025-07-16
501625	Rognedino	53.80238	33.55898	PPLA2	10		3287	Europe/Moscow	2023-04-05
501730	Rodniki	57.10501	41.73565	PPLA2	21		27681	Europe/Moscow	2023-11-07
501774	Rodionovo-Nesvetayskaya	47.60919	39.71237	PPLA2	61		6188	Europe/Moscow	2024-09-12
502011	Revda	56.80239	59.93774	PPLA2	71		61785	Asia/Yekaterinburg	2024-04-20
502018	Reutov	55.76273	37.86303	PPLA2	47		78370	Europe/Moscow	2023-07-11
502103	Rep’yëvka	51.08278	38.64337	PPLA2	86		0	Europe/Moscow	2025-07-16
502185	Remontnoye	46.56081	43.64882	PPLA2	61		7374	Europe/Moscow	2024-09-12
502540	Rayevskiy	54.06398	54.93378	PPLA2	08		20060	Asia/Yekaterinburg	2024-12-12
502793	Rasskazovo	52.66384	41.88915	PPLA2	72		45957	Europe/Moscow	2022-12-20
502895	Ramon’	51.91378	39.33676	PPLA2	86		7928	Europe/Moscow	2025-07-16
502903	Rameshki	57.34378	36.04418	PPLA2	77		4110	Europe/Moscow	2026-01-18
502965	Ramenskoye	55.56341	38.24152	PPLA2	47	502966	96000	Europe/Moscow	2023-07-11
502971	Ramenki	55.7	37.5	PPLX	48		130000	Europe/Moscow	2013-04-02
503067	Rakitnoye	50.84076	35.85212	PPLA2	09		10596	Europe/Moscow	2024-10-11
503254	Radishchevo	52.85176	47.8645	PPLA2	81		4845	Europe/Ulyanovsk	2025-09-09
503374	Pytalovo	57.06925	27.91542	PPLA2	60		6767	Europe/Moscow	2023-06-14
503401	Pyshchug	58.88746	45.71658	PPLA2	37		3226	Europe/Moscow	2023-12-11
503550	Pyatigorsk	44.05	43.05036	PPLA2	70		142865	Europe/Moscow	2024-01-09
503682	Putyatino	54.16009	41.11736	PPLA2	62		3044	Europe/Moscow	2023-06-14
503878	Pustoshka	56.33535	29.36891	PPLA2	60		5253	Europe/Moscow	2023-06-14
503965	Pushkinskiye Gory	57.01712	28.92488	PPLA2	60		5920	Europe/Moscow	2023-06-14
503977	Pushkino	55.99456	37.82897	PPLA2	47		102816	Europe/Moscow	2023-07-11
504003	Pushkin	59.71417	30.39642	PPL	66	8521323	92889	Europe/Moscow	2019-02-26
504250	Pugachëv	52.01664	48.79895	PPLA2	67		41375	Europe/Saratov	2025-08-13
504294	Puchezh	56.9761	43.16656	PPLA2	21		9881	Europe/Moscow	2023-11-07
504341	Pskov	57.81922	28.33181	PPLA	60		210501	Europe/Moscow	2026-04-14
504409	Pryazha	61.69812	33.62948	PPLA2	28		4156	Europe/Moscow	2023-12-11
504416	Pryamitsyno	51.65608	35.9373	PPLA2	41		5120	Europe/Moscow	2024-01-29
504717	Pronsk	54.11361	39.59909	PPLA2	62		4222	Europe/Moscow	2023-06-14
504831	Proletarsk	46.70241	41.72487	PPLA2	61		19493	Europe/Moscow	2024-09-12
504915	Prokhorovka	51.03594	36.73138	PPLA2	09		10136	Europe/Moscow	2024-10-11
504935	Prokhladnyy	43.75741	44.0297	PPLA2	22		60800	Europe/Moscow	2016-12-02
505019	Priyutnoye	46.10104	43.51092	PPLA2	24		5632	Europe/Moscow	2024-08-11
505043	Privolzh’ye	52.85873	48.59827	PPLA2	65		0	Europe/Samara	2025-07-16
505060	Privolzhsk	57.38395	41.29165	PPLA2	21		17864	Europe/Moscow	2023-11-07
505154	Pristen’	51.23738	36.69796	PPLA2	41		5463	Europe/Moscow	2023-10-06
505230	Priozërsk	61.04027	30.13915	PPLA2	42		18300	Europe/Moscow	2026-03-02
505259	Primorsko-Akhtarsk	46.04847	38.17899	PPLA2	38		33102	Europe/Moscow	2024-09-12
505539	Pregradnaya	43.95185	41.19117	PPLA2	27		6595	Europe/Moscow	2024-01-09
505558	Prechistoye	58.42352	40.32839	PPLA2	88		4894	Europe/Moscow	2023-10-06
505599	Pravdinsk	54.44289	21.01785	PPLA2	23		4515	Europe/Kaliningrad	2019-09-05
505806	Povorino	51.19806	42.24605	PPLA2	86		18004	Europe/Moscow	2025-07-16
506029	Poshekhon’ye	58.49928	39.13531	PPLA2	88		6900	Europe/Moscow	2023-10-06
506043	Kotlovka	55.65928	37.60404	PPLX	48		64000	Europe/Moscow	2013-04-02
506278	Porkhov	57.76502	29.55612	PPLA2	60		11886	Europe/Moscow	2023-06-14
506598	Ponyri	52.31839	36.29766	PPLA2	41		0	Europe/Moscow	2026-03-18
506644	Ponomarëvka	53.31505	54.12114	PPLA2	55		0	Asia/Yekaterinburg	2024-11-12
506696	Ponazyrevo	58.35767	46.31585	PPLA2	37		4568	Europe/Moscow	2023-12-11
506763	Polyarnyy	69.20279	33.43697	PPLA2	49		17332	Europe/Moscow	2024-02-08
506777	Polyane	56.88089	28.88485	PPLA3	60		0	Europe/Moscow	2019-10-09
507291	Polessk	54.86205	21.10279	PPLA2	23		7835	Europe/Kaliningrad	2016-03-09
507338	Pokrovskoye-Streshnëvo	55.80797	37.45814	PPLX	48		55000	Europe/Moscow	2020-06-10
507377	Pokrovskoye	56.68972	28.25483	PPLA3	60		0	Europe/Moscow	2017-06-06
507421	Pokrovskoye	52.60669	36.86751	PPLA2	56		4566	Europe/Moscow	2023-05-11
507427	Pokrovskoye	47.41436	38.89883	PPLA2	61		12576	Europe/Moscow	2026-04-17
507875	Pogar	52.55287	33.25961	PPLA2	10		11242	Europe/Moscow	2023-04-05
508034	Podporozh’ye	60.91	34.16188	PPLA2	42		19600	Europe/Moscow	2023-10-06
508068	Podosinovets	60.27593	47.07173	PPLA2	33		4106	Europe/Kirov	2024-01-09
508101	Podolsk	55.42419	37.55472	PPL	47	508091	179400	Europe/Moscow	2022-10-05
508394	Podgorenskiy	50.41023	39.64202	PPLA2	86		6652	Europe/Moscow	2025-07-16
508441	Poddor’ye	57.46887	31.11103	PPLA2	52		1913	Europe/Moscow	2023-09-06
508606	Pochinok	54.40539	32.43909	PPLA2	69		9310	Europe/Moscow	2023-02-10
508635	Pochinki	54.70146	44.85762	PPLA2	51		11724	Europe/Moscow	2023-12-11
508656	Pochep	52.9331	33.44702	PPLA2	10	508648	15100	Europe/Moscow	2023-04-05
508743	Plyussa	58.42583	29.36644	PPLA2	60		3749	Europe/Moscow	2023-06-14
508751	Ryazanskiy	55.73333	37.76667	PPLX	48		101000	Europe/Moscow	2013-04-02
509017	Pleshanovo	52.84671	53.48848	PPLA2	55		3746	Asia/Yekaterinburg	2024-11-12
509026	Plesetsk	62.71165	40.29104	PPLA2	06		10870	Europe/Moscow	2024-02-08
509052	Plavsk	53.7084	37.29457	PPLA2	76		16763	Europe/Moscow	2023-05-11
509184	Pizhanka	57.46051	48.54147	PPLA2	33		3900	Europe/Kirov	2024-01-09
509234	Pitkyaranta	61.57387	31.47889	PPLA2	28		13090	Europe/Moscow	2023-12-11
509269	Piterka	50.67873	47.44357	PPLA2	67		5437	Europe/Saratov	2025-07-16
509273	Pitelino	54.57837	41.8101	PPLA2	62		2355	Europe/Moscow	2023-06-14
509437	Pionerskiy	54.95083	20.22748	PPLA2	23	825118	11856	Europe/Kaliningrad	2016-03-09
509538	Pil’na	55.55399	45.91808	PPLA2	51		6835	Europe/Moscow	2023-12-11
509649	Pichayevo	53.23449	42.20338	PPLA2	72		3463	Europe/Moscow	2024-04-20
509697	Petushki	55.92721	39.46072	PPLA2	83		15866	Europe/Moscow	2023-09-06
509820	Petrozavodsk	61.78491	34.34691	PPLA	28		279190	Europe/Moscow	2026-04-14
509881	Petrovskoye	52.62961	40.2477	PPLA2	72		0	Europe/Moscow	2024-04-20
509987	Petrovsk	52.30881	45.38992	PPLA2	67		33622	Europe/Saratov	2025-07-16
510210	Petropavlovka	50.09985	40.88216	PPLA2	86		0	Europe/Moscow	2025-07-16
510225	Petrodvorets	59.89565	29.80145	PPL	66		61973	Europe/Moscow	2016-10-24
510291	Peterhof	59.88333	29.9	PPL	66		73199	Europe/Moscow	2019-09-05
510323	Pestyaki	56.70914	42.66952	PPLA2	21		4172	Europe/Moscow	2023-11-07
510342	Pestretsy	55.75408	49.6511	PPLA2	73		7311	Europe/Moscow	2025-09-09
510347	Pestravka	52.4033	49.95837	PPLA2	65		6623	Europe/Samara	2025-07-16
510364	Pestovo	58.59382	35.80244	PPLA2	52		15910	Europe/Moscow	2023-09-06
510613	Peschanokopskoye	46.19448	41.08148	PPLA2	61		11340	Europe/Moscow	2024-09-12
510808	Pervouralsk	56.90528	59.94361	PPL	71		133600	Asia/Yekaterinburg	2023-05-29
510911	Pervomayskiy	53.2463	40.28911	PPLA2	72		13196	Europe/Moscow	2024-04-20
510937	Pervomayskiy	51.90481	51.64571	PPLA2	55		0	Asia/Yekaterinburg	2024-11-12
511002	Pervomaysk	54.8686	43.80347	PPLA2	51		14810	Europe/Moscow	2023-12-11
511196	Perm	58.01046	56.25017	PPLA	90		982419	Asia/Yekaterinburg	2026-04-14
511287	Perevoz	55.5957	44.5454	PPLA2	51		9228	Europe/Moscow	2023-12-11
511291	Perevolotskiy	51.87766	54.19007	PPLA2	55		9667	Asia/Yekaterinburg	2024-11-12
511359	Pereslavl’-Zalesskiy	56.73912	38.85966	PPLA2	88		40283	Europe/Moscow	2023-10-06
511400	Peremyshl’	54.2638	36.16029	PPLA2	25		3199	Europe/Moscow	2023-05-11
511510	Novo-Peredelkino	55.64528	37.33583	PPL	48		115536	Europe/Moscow	2014-06-10
511565	Penza	53.19568	45.01075	PPLA	57		523553	Europe/Moscow	2026-04-14
511592	Peno	56.92521	32.74376	PPLA2	77	511588	5187	Europe/Moscow	2023-05-11
511793	Pechora	65.13527	57.19952	PPLA2	34		0	Europe/Moscow	2024-05-14
512023	Pavlovskiy Posad	55.78187	38.65025	PPL	47		60051	Europe/Moscow	2023-06-11
512051	Pavlovskaya	46.13903	39.7862	PPLA2	38		31133	Europe/Moscow	2024-09-12
512053	Pavlovsk	50.45434	40.12371	PPLA2	86		26565	Europe/Moscow	2025-07-16
512152	Pavlovka	52.69009	47.14131	PPLA2	81		5944	Europe/Ulyanovsk	2025-09-09
512247	Pavino	59.11501	46.14398	PPLA2	37		2947	Europe/Moscow	2023-12-11
512570	Parfino	57.97259	31.64782	PPLA2	52		8254	Europe/Moscow	2023-09-06
512576	Parfen’yevo	58.48343	43.40633	PPLA2	37		3200	Europe/Moscow	2023-12-11
512618	Paran’ga	56.7037	49.40373	PPLA2	45		6600	Europe/Moscow	2023-12-11
512861	Panino	51.65425	40.1313	PPLA2	86		7164	Europe/Moscow	2025-07-16
513042	Pallasovka	50.04914	46.8855	PPLA2	84		17139	Europe/Volgograd	2024-09-12
513051	Palkino	57.54089	28.01257	PPLA2	60		3112	Europe/Moscow	2023-06-14
513095	Palekh	56.80096	41.85735	PPLA2	21		5616	Europe/Moscow	2023-11-07
513328	Ozinki	51.1987	49.7263	PPLA2	67		0	Europe/Saratov	2026-03-18
513406	Ozërsk	54.41056	22.01167	PPLA2	23		5705	Europe/Kaliningrad	2020-06-10
513471	Ozerki	60.03947	30.31128	PPLX	66		95000	Europe/Moscow	2013-03-29
513883	Otradnyy	53.37596	51.3452	PPLA2	65		50127	Europe/Samara	2025-07-16
513911	Otradnaya	44.39318	41.51929	PPLA2	38		22985	Europe/Moscow	2024-09-12
513998	Osyno	56.15053	28.6758	PPLA3	60		0	Europe/Moscow	2017-05-07
514052	Ostrovskoye	57.80552	42.24328	PPLA2	37		5138	Europe/Moscow	2023-12-11
514171	Ostrov	57.3438	28.35363	PPLA2	60		24500	Europe/Moscow	2023-06-14
514198	Ostrogozhsk	50.86586	39.07808	PPLA2	86		34403	Europe/Moscow	2025-07-16
514259	Ostashkov	57.14695	33.10659	PPLA2	77		19563	Europe/Moscow	2023-05-11
514284	Ostankinskiy	55.82957	37.61604	PPLX	48		60000	Europe/Moscow	2013-04-02
514706	Osa	57.2836	55.45885	PPLA2	90		23292	Asia/Yekaterinburg	2024-05-14
514734	Orsk	51.23206	58.48802	PPLA2	55		246836	Asia/Yekaterinburg	2024-11-12
514739	Orshanka	56.91729	47.89636	PPLA2	45		6750	Europe/Moscow	2023-12-11
514796	Orlovskiy	46.87441	42.05223	PPLA2	61		19325	Europe/Moscow	2024-09-12
514966	Orichi	58.40138	49.05982	PPLA2	33		7805	Europe/Kirov	2024-01-09
515003	Orenburg	51.76712	55.09883	PPLA	55		564773	Asia/Yekaterinburg	2026-04-14
515012	Orël	52.96879	36.0791	PPLA	56		303696	Europe/Moscow	2026-04-14
515024	Orekhovo-Zuyevo	55.81242	38.99155	PPLA2	47		120000	Europe/Moscow	2023-07-11
515027	Orekhovo-Borisovo Severnoye	55.61667	37.68333	PPLX	48	490025	128000	Europe/Moscow	2016-04-01
515083	Sunzha	43.32059	45.04903	PPLA2	19	486197	71841	Europe/Moscow	2024-09-12
515098	Orda	57.19197	56.90462	PPLA2	90		5270	Asia/Yekaterinburg	2025-06-12
515155	Opochka	56.71448	28.66287	PPLA2	60		13548	Europe/Moscow	2023-06-14
515175	Oparino	59.85098	48.28614	PPLA2	33		4986	Europe/Kirov	2024-01-09
515267	Omutninsk	58.67015	52.19313	PPLA2	33		25364	Europe/Kirov	2024-01-09
515403	Olonets	60.98106	32.97261	PPLA2	28		10005	Europe/Moscow	2023-12-11
515507	Ol’khovka	49.85921	44.56234	PPLA2	84		0	Europe/Volgograd	2024-09-12
515539	Ol’khovatka	50.27927	39.29357	PPLA2	86		4068	Europe/Moscow	2025-07-16
515687	Olenino	56.20917	33.48888	PPLA2	77		5079	Europe/Moscow	2023-05-11
515771	Okulovka	58.40801	33.28852	PPLA2	52		13852	Europe/Moscow	2023-09-06
515792	Oktyabr’skoye	52.34774	55.5022	PPLA2	55		0	Asia/Yekaterinburg	2024-11-12
515854	Oktyabr’skiy	61.08934	43.17177	PPLA2	06		9008	Europe/Moscow	2024-04-15
515867	Oktyabr’skiy	56.51713	57.20489	PPLA2	90		8990	Asia/Yekaterinburg	2024-05-14
515879	Oktyabrsky	54.48147	53.47103	PPL	08		108200	Asia/Yekaterinburg	2023-12-24
515909	Oktyabr’skiy	47.96973	43.64663	PPLA2	84		0	Europe/Volgograd	2024-09-12
515921	Takhtamukay	44.92198	38.99486	PPLA2	01		5120	Europe/Moscow	2024-01-09
515938	Oktyabr’sk	53.16675	48.69723	PPLA2	65		26306	Europe/Samara	2025-07-16
516073	Okhansk	57.71491	55.3906	PPLA2	90		7920	Asia/Yekaterinburg	2026-05-05
516197	Odoyev	53.93567	36.68821	PPLA2	76		6386	Europe/Moscow	2023-05-11
516215	Odintsovo	55.66977	37.27716	PPLA2	47		137041	Europe/Moscow	2023-07-11
516256	Ochër	57.88227	54.71827	PPLA2	90		15395	Asia/Yekaterinburg	2024-05-14
516264	Ochakovo-Matveyevskoye	55.68432	37.44654	PPLX	48		114000	Europe/Moscow	2013-04-02
516400	Oboyan’	51.21224	36.27859	PPLA2	41		14000	Europe/Moscow	2023-10-06
516436	Obninsk	55.10993	36.61238	PPLA2	25		107392	Europe/Moscow	2023-05-11
516454	Oblivskaya	48.53616	42.50143	PPLA2	61		9528	Europe/Moscow	2024-09-12
516576	Nytva	57.93771	55.34136	PPLA2	90		20525	Asia/Yekaterinburg	2024-05-14
516615	Nyazepetrovsk	56.03715	59.59852	PPLA2	13		12717	Asia/Yekaterinburg	2025-02-18
516647	Nyandoma	61.6718	40.21221	PPLA2	06		22179	Europe/Moscow	2024-02-08
516716	Nurlat	54.42903	50.80598	PPLA2	73	515836	34451	Europe/Moscow	2025-09-09
516780	Nozhay-Yurt	43.09437	46.37582	PPLA2	12	516779	5073	Europe/Moscow	2023-12-11
516828	Novyy Toryal	57.00394	48.73419	PPLA2	45		5629	Europe/Moscow	2024-04-15
516935	Novyy Nekouz	57.9043	38.06729	PPLA2	88		3629	Europe/Moscow	2023-10-06
517121	Novyye Kuz’minki	55.7	37.75	PPLX	48		143000	Europe/Moscow	2013-04-02
517161	Novyye Cherëmushki	55.7	37.58333	PPLX	48		101000	Europe/Moscow	2013-04-02
517172	Novyye Burasy	52.12982	46.07632	PPLA2	67		6469	Europe/Saratov	2025-07-16
517269	Novozybkov	52.53711	31.93659	PPLA2	10		42571	Europe/Moscow	2023-04-05
517716	Novovoronezh	51.31528	39.21872	PPLA2	86		37392	Europe/Moscow	2025-07-16
517739	Novouzensk	50.46321	48.14161	PPLA2	67		16932	Europe/Saratov	2025-07-16
