geonameid	name	lat	lon	feature_code	admin1	admin2	population	timezone	modified
517766	Novoul’yanovsk	54.14774	48.38644	PPLA2	81		17139	Europe/Ulyanovsk	2025-09-09
517836	Novotroitsk	51.20099	58.31318	PPLA2	55		106186	Asia/Yekaterinburg	2024-11-12
517897	Novospasskoye	53.15075	47.74766	PPLA2	81		10941	Europe/Ulyanovsk	2025-09-09
517921	Novosokol’niki	56.34775	30.15681	PPLA2	60		9029	Europe/Moscow	2023-06-14
517947	Novosil’	52.97277	37.03958	PPLA2	56		3989	Europe/Moscow	2023-05-11
517958	Novosheshminsk	55.06637	51.24061	PPLA2	73		4585	Europe/Moscow	2025-09-09
517963	Novoshakhtinsk	47.76037	39.93335	PPL	61		99478	Europe/Moscow	2012-01-17
517982	Novosergiyevka	52.087	53.6463	PPLA2	55		13188	Asia/Yekaterinburg	2024-11-12
518209	Novoselitskoye	44.75083	43.43694	PPLA2	70		8723	Europe/Moscow	2024-01-09
518236	Novorzhev	57.0308	29.33257	PPLA2	60		3988	Europe/Moscow	2023-06-14
518255	Novorossiysk	44.73188	37.76176	PPLA2	38		241856	Europe/Moscow	2024-09-12
518325	Novopokrovskaya	45.95761	40.69811	PPLA2	38		19342	Europe/Moscow	2024-09-12
518383	Novopavlovsk	43.95942	43.63156	PPLA2	70		24408	Europe/Moscow	2024-01-09
518418	Novoorsk	51.38122	58.98517	PPLA2	55		11212	Asia/Yekaterinburg	2024-11-12
518488	Novonikolayevskiy	50.97449	42.36004	PPLA2	84		10251	Europe/Volgograd	2024-09-12
518557	Novomoskovsk	54.01098	38.29084	PPLA2	76		130982	Europe/Moscow	2026-03-19
518619	Novaya Malykla	54.2046	49.93151	PPLA2	81		3292	Europe/Ulyanovsk	2025-09-09
518648	Novolakskoye	43.12056	46.48278	PPLA2	17		4463	Europe/Moscow	2023-10-06
518657	Novokuz’minki	55.71667	37.78333	PPLX	48		50000	Europe/Moscow	2013-04-02
518659	Novokuybyshevsk	53.09709	49.94001	PPLA2	65		111800	Europe/Samara	2025-07-16
518682	Novokubansk	45.11326	41.0365	PPLA2	38		36401	Europe/Moscow	2024-09-12
518740	Novokhovrino	55.86667	37.5	PPLH	48		50000	Europe/Moscow	2016-07-13
518745	Novokhopërsk	51.0969	41.6252	PPLA2	86	518742	7000	Europe/Moscow	2025-07-27
518764	Novokayakent	42.38653	47.98823	PPLA2	17		5991	Europe/Moscow	2023-10-06
518845	Novogurovskiy	54.46759	37.33661	PPLA2	76		3702	Europe/Moscow	2023-05-11
518879	Novogireyevo	55.75378	37.81885	PPLX	48	8520891	95000	Europe/Moscow	2016-04-01
518909	Novodvinsk	64.41638	40.81674	PPLA2	06		42900	Europe/Moscow	2024-02-08
518912	Novodugino	55.63275	34.2963	PPLA2	69		3894	Europe/Moscow	2023-02-10
518970	Novocherkassk	47.4222	40.09373	PPLA2	61		166974	Europe/Moscow	2024-09-12
518976	Novocheboksarsk	56.11095	47.47755	PPL	16		128468	Europe/Moscow	2012-01-17
519027	Novobelokatay	55.70691	58.95726	PPLA2	08		5923	Asia/Yekaterinburg	2024-12-12
519062	Novoanninskiy	50.5283	42.6746	PPLA2	84		19231	Europe/Volgograd	2024-09-12
519106	Novoaleksandrovsk	45.49745	41.2253	PPLA2	70		27610	Europe/Moscow	2024-01-09
519336	Velikiy Novgorod	58.52131	31.27104	PPLA	52		222868	Europe/Moscow	2026-04-14
519447	Novaya Usman’	51.64355	39.41138	PPLA2	86		22165	Europe/Moscow	2025-07-16
520041	Nolinsk	57.5593	49.93332	PPLA2	33		10282	Europe/Kirov	2024-01-09
520068	Noginsk	55.86486	38.44853	PPLA2	47		115979	Europe/Moscow	2023-07-11
520204	Nizhnyaya Tura	58.62369	59.8523	PPLA2	71		22600	Asia/Yekaterinburg	2024-04-20
520494	Nizhny Tagil	57.91944	59.965	PPL	71		381116	Asia/Yekaterinburg	2022-10-02
520555	Nizhniy Novgorod	56.32867	44.00205	PPLA	51		1259013	Europe/Moscow	2026-04-14
520667	Nizhniye Sergi	56.66134	59.29979	PPLA2	71		12077	Asia/Yekaterinburg	2024-04-20
521118	Nizhnekamsk	55.63794	51.81502	PPLA2	73		234297	Europe/Moscow	2025-09-09
521148	Nizhnedevitsk	51.54413	38.36436	PPLA2	86		6320	Europe/Moscow	2025-07-16
521500	Nikol’skoye	55.68333	37.48333	PPLX	48		50000	Europe/Moscow	2020-06-10
521874	Nikolayevsk	50.02805	45.46115	PPLA2	84		16044	Europe/Volgograd	2024-09-12
521966	Nikolayevka	53.1309	47.21153	PPLA2	81		6419	Europe/Ulyanovsk	2025-09-09
522353	Neya	58.29708	43.86834	PPLA2	37		11144	Europe/Moscow	2023-12-11
522377	Nevinnomyssk	44.6333	41.9444	PPLA2	70		134345	Europe/Moscow	2024-01-09
522410	Nevel’	56.02	29.92824	PPLA2	60		17832	Europe/Moscow	2023-06-14
522508	Nesterov	54.63056	22.57139	PPLA2	23		5071	Europe/Kaliningrad	2019-09-05
522594	Nerekhta	57.45795	40.57169	PPLA2	37		25352	Europe/Moscow	2023-12-11
522742	Neman	55.03111	22.02639	PPLA2	23		12507	Europe/Kaliningrad	2016-03-09
522745	Nema	57.50687	50.5011	PPLA2	33		3797	Europe/Kirov	2024-01-09
522775	Nelidovo	56.22761	32.77474	PPLA2	77		25349	Europe/Moscow	2023-05-11
522799	Nekrasovskoye	57.67958	40.36504	PPLA2	88		6353	Europe/Moscow	2023-10-06
522902	Nekhayevskaya	50.40841	41.74882	PPLA2	84		4714	Europe/Volgograd	2024-09-12
522942	Neftekamsk	56.08879	54.26383	PPLA2	08		126805	Asia/Yekaterinburg	2024-12-12
522945	Neftegorsk	52.80135	51.16551	PPLA2	65		19542	Europe/Samara	2025-07-16
523064	Nazran	43.22597	44.77323	PPLA2	19		164131	Europe/Moscow	2024-09-11
523186	Navlya	52.82544	34.4996	PPLA2	10		13735	Europe/Moscow	2023-04-05
523198	Navashino	55.54315	42.19307	PPLA2	51		14830	Europe/Moscow	2023-12-11
523206	Naurskaya	43.64999	45.31127	PPLA2	12	523209	8550	Europe/Moscow	2023-12-11
523382	Naryshkino	52.96778	35.72677	PPLA2	56		9600	Europe/Moscow	2023-05-11
523392	Nar'yan-Mar	67.63869	53.00371	PPLA	50		18041	Europe/Moscow	2026-04-14
523405	Nartkala	43.5544	43.85499	PPLA2	22		33390	Europe/Moscow	2024-01-09
523426	Naro-Fominsk	55.38752	36.73307	PPLA2	47	523425	72632	Europe/Moscow	2023-09-16
523443	Narimanov	46.69306	47.85071	PPLA2	07		11905	Europe/Astrakhan	2024-01-09
523523	Nalchik	43.49806	43.61889	PPLA	22	825098	239300	Europe/Moscow	2026-04-14
523583	Nagorsk	59.3193	50.80607	PPLA2	33		4982	Europe/Kirov	2024-01-09
523734	Nachalovo	46.33776	48.19815	PPLA2	07		4808	Europe/Astrakhan	2024-01-09
523750	Naberezhnyye Chelny	55.73718	52.41961	PPLA2	73	480620	509870	Europe/Moscow	2025-09-09
523812	Mytishchi	55.91099	37.72964	PPLA2	47		160542	Europe/Moscow	2023-07-11
523859	Myshkin	57.79027	38.454	PPLA2	88		5932	Europe/Moscow	2023-10-06
524183	Muslyumovo	55.30706	53.18855	PPLA2	73		7406	Europe/Moscow	2025-09-09
524294	Murom	55.56853	42.02388	PPLA2	83		126931	Europe/Moscow	2023-09-06
524305	Murmansk	68.96778	33.09922	PPLA	49		295374	Europe/Moscow	2026-04-14
524414	Murashi	59.3984	48.96374	PPLA2	33		7190	Europe/Kirov	2024-01-09
524627	Muchkapskiy	51.85094	42.47648	PPLA2	72		7814	Europe/Moscow	2024-04-20
524640	Mtsensk	53.2788	36.58047	PPLA2	56		47609	Europe/Moscow	2023-05-11
524681	Mrakovo	52.71568	56.62125	PPLA2	08		8394	Asia/Yekaterinburg	2024-12-12
524699	Mozhga	56.44576	52.2156	PPLA2	80		47270	Europe/Samara	2024-02-08
524712	Mozhaysk	55.50194	36.02722	PPLA2	47		31557	Europe/Moscow	2023-07-11
524736	Mozdok	43.73976	44.65157	PPLA2	68		40823	Europe/Moscow	2024-01-09
524809	Mostovskoy	44.4115	40.79281	PPLA2	38		25188	Europe/Moscow	2024-09-12
524854	Mostishche	56.29123	28.7642	PPLA3	60		0	Europe/Moscow	2017-05-07
524901	Moscow	55.75204	37.61781	PPLC	48		10381222	Europe/Moscow	2025-09-09
525025	Moshenskoye	58.51253	34.58061	PPLA2	52		2697	Europe/Moscow	2023-09-06
525084	Mosal’sk	54.48952	34.98096	PPLA2	25		3972	Europe/Moscow	2023-05-11
525138	Morshansk	53.44325	41.81061	PPLA2	72		43311	Europe/Moscow	2024-04-20
525162	Morozovsk	48.35103	41.829	PPLA2	61		29289	Europe/Moscow	2024-09-12
525262	Morki	56.43244	48.99904	PPLA2	45		9568	Europe/Moscow	2023-12-11
525365	Mordovo	52.08659	40.77259	PPLA2	72		7112	Europe/Moscow	2024-04-20
525426	Monastyrshchina	54.34953	31.84132	PPLA2	69		4501	Europe/Moscow	2023-02-10
525509	Molokovo	58.16867	36.76599	PPLA2	77		2490	Europe/Moscow	2023-05-11
525719	Mokrous	51.23756	47.51395	PPLA2	67		6738	Europe/Saratov	2025-07-16
526246	Mishkino	55.53332	55.96253	PPLA2	08		0	Asia/Yekaterinburg	2024-12-12
526480	Mineralnye Vody	44.21028	43.13528	PPL	70		76280	Europe/Moscow	2023-06-09
526504	Milyutinskaya	48.62823	41.66941	PPLA2	61		2743	Europe/Moscow	2024-09-12
526543	Miloslavskoye	53.58121	39.4476	PPLA2	62		4693	Europe/Moscow	2023-06-14
526558	Millerovo	48.92523	40.39982	PPLA2	61		38527	Europe/Moscow	2024-09-12
526845	Mikhaylovskiy	51.76742	48.58975	PPLA2	67		0	Europe/Saratov	2025-07-16
527012	Mikhaylovka	50.06187	43.23335	PPLA2	84		58898	Europe/Volgograd	2024-09-12
527034	Mikhaylov	54.23227	39.02915	PPLA2	62		12907	Europe/Moscow	2023-06-14
527191	Michurinsk	52.90761	40.4823	PPLA2	72		93499	Europe/Moscow	2024-04-20
527217	Mglin	53.06026	32.84775	PPLA2	10		8368	Europe/Moscow	2023-04-05
527321	Mezen’	65.84364	44.24643	PPLA2	06		3672	Europe/Moscow	2024-02-08
527370	Mesyagutovo	55.53227	58.24616	PPLA2	08		9780	Asia/Yekaterinburg	2024-12-12
527405	Meshchovsk	54.32148	35.28453	PPLA2	25		4386	Europe/Moscow	2023-05-11
527529	Menzelinsk	55.72792	53.1022	PPLA2	73		16858	Europe/Moscow	2025-09-09
527579	Mendeleyevsk	55.89692	52.31119	PPLA2	73		22969	Europe/Moscow	2025-09-09
527717	Meleuz	52.96467	55.93277	PPL	08		65362	Asia/Yekaterinburg	2019-09-05
527740	Melenki	55.33579	41.62747	PPLA2	83		15902	Europe/Moscow	2023-09-06
527821	Mekhel’ta	42.79093	46.49418	PPLA2	17	558024	0	Europe/Moscow	2023-10-06
527888	Medvezh’yegorsk	62.91447	34.45856	PPLA2	28		16551	Europe/Moscow	2023-12-11
527966	Medvënka	51.41698	36.1107	PPLA2	41		0	Europe/Moscow	2025-09-09
528056	Medvedevo	56.63402	47.8035	PPLA2	45		22555	Europe/Moscow	2025-12-03
528109	Mednogorsk	51.40571	57.58751	PPLA2	55		30676	Asia/Yekaterinburg	2024-11-12
528239	Mayskiy	50.52172	36.46661	PPLA2	09		7537	Europe/Moscow	2024-10-11
528248	Mayskiy	43.6414	44.03851	PPLA2	22		0	Europe/Moscow	2012-01-17
528278	Mayna	54.11602	47.62054	PPLA2	81		7904	Europe/Ulyanovsk	2025-09-09
528293	Maykop	44.60789	40.10242	PPLA	01	11205694	141970	Europe/Moscow	2026-04-14
528408	Matyushkino	56.86325	28.62508	PPLA3	60		0	Europe/Moscow	2017-05-07
528495	Matveyev Kurgan	47.56675	38.86891	PPLA2	61		14342	Europe/Moscow	2026-04-17
528513	Matveyevka	53.50752	53.48098	PPLA2	55		0	Asia/Yekaterinburg	2024-11-12
529073	Marks	51.71018	46.74553	PPLA2	67		32929	Europe/Saratov	2025-07-16
529195	Mari-Turek	56.79012	49.62244	PPLA2	45		5900	Europe/Moscow	2023-12-11
529237	Mar’ino	55.65	37.71667	PPLX	48		243000	Europe/Moscow	2013-04-02
529387	Marëvo	57.31072	32.07858	PPLA2	52		2571	Europe/Moscow	2023-10-06
529505	Manturovo	58.32582	44.75881	PPLA2	37		18817	Europe/Moscow	2023-12-11
529507	Manturovo	51.45471	37.12848	PPLA2	41		2755	Europe/Moscow	2023-10-06
529709	Mamadysh	55.70273	51.40439	PPLA2	73	Mamadyshkiy Rayon	14148	Europe/Moscow	2025-09-09
530088	Yaroslavskiy	55.88333	37.71667	PPLX	48		91000	Europe/Moscow	2014-02-06
530196	Malyye Derbety	47.95518	44.68133	PPLA2	24		5822	Europe/Moscow	2024-08-11
530849	Maloyaroslavets	55.01457	36.47185	PPLA2	25		32669	Europe/Moscow	2023-05-11
530966	Maloarkhangel’sk	52.40002	36.50267	PPLA2	56		3962	Europe/Moscow	2023-05-11
530972	Malmyzh	56.52045	50.68103	PPLA2	33		8990	Europe/Kirov	2024-01-09
531129	Malgobek	43.51121	44.59051	PPLA2	19		43400	Europe/Moscow	2023-12-11
531257	Malaya Vishera	58.84506	32.22235	PPLA2	52		13834	Europe/Moscow	2023-09-06
531426	Malaya Purga	56.55666	53.00434	PPLA2	80		6803	Europe/Samara	2024-02-08
531840	Makushino	56.68802	28.47207	PPLA3	60		0	Europe/Moscow	2017-05-07
531979	Maksatikha	57.79695	35.88254	PPLA2	77		9441	Europe/Moscow	2023-05-11
532096	Makhachkala	42.97782	47.50027	PPLA	17		596356	Europe/Moscow	2026-04-14
532138	Makar’yev	57.88502	43.80637	PPLA2	37		7600	Europe/Moscow	2023-12-11
532288	Magnitogorsk	53.39808	59.0066	PPLA2	13	825030	413351	Asia/Yekaterinburg	2025-02-18
532307	Magaramkent	41.61513	48.34609	PPLA2	17		6708	Europe/Moscow	2023-10-06
532314	Madzhalis	42.12167	47.83333	PPLA2	17		6173	Europe/Moscow	2023-10-06
532459	Lyudinovo	53.86639	34.44778	PPLA2	25		41392	Europe/Moscow	2023-05-11
532463	Lyubytino	58.81441	33.39196	PPLA2	52		3225	Europe/Moscow	2024-05-14
532535	Lyublino	55.67738	37.76005	PPLX	48		172000	Europe/Moscow	2024-06-09
532600	Lyubim	58.36183	40.68695	PPLA2	88		6057	Europe/Moscow	2023-10-06
532615	Lyubertsy	55.67719	37.89322	PPLA2	47		154650	Europe/Moscow	2023-07-11
532657	Lytkarino	55.57653	37.91245	PPLA2	47		50619	Europe/Moscow	2023-07-11
532664	Lysyye Gory	51.55083	44.83982	PPLA2	67		7501	Europe/Saratov	2025-07-16
532675	Lys’va	58.10737	57.81063	PPLA2	90		68660	Asia/Yekaterinburg	2024-05-14
532715	Lyskovo	56.02927	45.04233	PPLA2	51		23570	Europe/Moscow	2023-12-11
532895	Lyambir’	54.27988	45.12225	PPLA2	46		8274	Europe/Moscow	2024-05-14
533143	Luza	60.62634	47.2644	PPLA2	33		11935	Europe/Kirov	2024-01-09
533400	Lukoyanov	55.03145	44.48179	PPLA2	51	533397	12913	Europe/Moscow	2023-12-11
533481	Lukino	56.85933	28.46426	PPLA3	60		0	Europe/Moscow	2017-05-07
533542	Lukhovitsy	54.9418	39.02498	PPLA2	47		0	Europe/Moscow	2023-07-11
533555	Lukh	57.01036	42.25861	PPLA2	21		3157	Europe/Moscow	2023-11-07
533690	Luga	58.73876	29.84756	PPLA2	42		40114	Europe/Moscow	2024-02-08
533933	Lovozero	68.00557	35.01872	PPLA2	49		2963	Europe/Moscow	2024-02-08
533964	Loukhi	66.07501	33.0487	PPLA2	28		5764	Europe/Moscow	2025-03-11
533975	Lotoshino	56.23435	35.64406	PPLA2	47		5286	Europe/Moscow	2023-07-11
534015	Losino-Petrovskiy	55.87006	38.19318	PPLA2	47		22116	Europe/Moscow	2023-07-11
534413	Lokot’	52.57472	34.57673	PPLA2	10		11853	Europe/Moscow	2022-03-11
534423	Loknya	56.82621	30.14064	PPLA2	60		4762	Europe/Moscow	2023-06-14
534560	Lodeynoye Pole	60.72564	33.56063	PPLA2	42		22164	Europe/Moscow	2023-10-06
534595	Lobnya	56.02714	37.46793	PPLA2	47		61772	Europe/Moscow	2023-07-11
534701	Livny	52.42431	37.59956	PPLA2	56		46779	Europe/Moscow	2023-05-11
534838	Liski	50.9824	39.50403	PPLA2	86		55939	Europe/Moscow	2026-01-18
535121	Lipetsk	52.5876	39.55151	PPLA	43		509735	Europe/Moscow	2026-04-14
535229	Liman	45.78205	47.22393	PPLA2	07		8858	Europe/Astrakhan	2024-01-09
535261	Likhoslavl’	57.12662	35.46421	PPLA2	77		12290	Europe/Moscow	2023-05-11
535270	Likhobory	55.85	37.56667	PPLX	48		50000	Europe/Moscow	2013-04-02
535330	Lianozovo	55.89783	37.5868	PPLX	48	579866	86000	Europe/Moscow	2018-11-14
535347	L’gov	51.68925	35.28449	PPLA2	41		0	Europe/Moscow	2023-07-11
535366	Lezhnevo	56.77508	40.89174	PPLA2	21		7977	Europe/Moscow	2023-11-07
535417	Lev Tolstoy	53.20993	39.45431	PPLA2	43		8955	Europe/Moscow	2023-12-11
535438	Levokumskoye	44.82194	44.66056	PPLA2	70		11377	Europe/Moscow	2024-01-09
535542	Levashi	42.43224	47.3237	PPLA2	17		7817	Europe/Moscow	2023-10-06
535605	Letnyaya Stavka	45.42819	43.4442	PPLA2	70		4969	Europe/Moscow	2024-01-09
535711	Lesnoye	58.28603	35.52359	PPLA2	77		1887	Europe/Moscow	2023-05-11
535729	Komendantsky aerodrom	60.00448	30.27523	PPLX	66		84052	Europe/Moscow	2013-03-30
535839	Leshukonskoye	64.89985	45.76165	PPLA2	06		4813	Europe/Moscow	2024-02-08
535886	Lermontov	44.1072	42.97798	PPLA2	70		23369	Europe/Moscow	2024-01-09
536035	Leninskoye	58.31552	47.0884	PPLA2	33		5323	Europe/Kirov	2024-01-09
536111	Leninskiy	54.28734	37.4571	PPLA2	76		9834	Europe/Moscow	2023-05-11
536156	Leninsk	48.70311	45.19611	PPLA2	84		15167	Europe/Volgograd	2024-09-12
536162	Leninogorsk	54.5971	52.45124	PPLA2	73		66263	Europe/Moscow	2025-09-09
536164	Tsaritsyno	55.6254	37.65032	PPLX	48		123000	Europe/Moscow	2019-08-13
536200	Leningradskaya	46.32143	39.38551	PPLA2	38		38712	Europe/Moscow	2024-09-12
536398	Lefortovo	55.76667	37.7	PPLX	48		91000	Europe/Moscow	2013-04-02
536467	Lebyazh’ye	57.40968	49.53059	PPLA2	33		0	Europe/Kirov	2024-01-09
536518	Lebedyan’	53.01532	39.14458	PPLA2	43		22970	Europe/Moscow	2023-12-11
536936	Laptëvo	56.7426	28.83444	PPLA3	60		0	Europe/Moscow	2020-06-10
537147	Lakhdenpokh’ya	61.51968	30.19761	PPLA2	28		8448	Europe/Moscow	2023-12-11
537158	Laishevo	55.40559	49.5521	PPLA2	73		7744	Europe/Moscow	2025-09-09
537229	Ladushkin	54.57025	20.17099	PPLA2	23		3928	Europe/Kaliningrad	2023-03-08
537281	Labinsk	44.63604	40.7357	PPLA2	38		61945	Europe/Moscow	2024-09-12
537541	Kvarkeno	52.08312	59.72531	PPLA2	55		4161	Asia/Yekaterinburg	2024-11-12
537598	Kuzovatovo	53.54681	47.68628	PPLA2	81		8607	Europe/Ulyanovsk	2025-09-09
537737	Kuznetsk	53.11675	46.60037	PPL	57	537733	90480	Europe/Moscow	2023-06-06
537832	Kuz’minki	55.7	37.8	PPLX	48		143000	Europe/Moscow	2013-04-02
537939	Kuzhener	56.81124	48.91523	PPLA2	45		5797	Europe/Moscow	2023-12-11
538046	Kuyeda	56.4305	55.59139	PPLA2	90		9565	Asia/Yekaterinburg	2024-05-14
538061	Kuybyshevo	47.81351	38.91153	PPLA2	61		5790	Europe/Moscow	2026-04-17
538104	Kuvshinovo	57.02857	34.17895	PPLA2	77		10960	Europe/Moscow	2023-05-11
538138	Kuvandyk	51.48481	57.35788	PPLA2	55		28706	Asia/Yekaterinburg	2024-11-12
538340	Kushva	58.28731	59.74751	PPLA2	71		34058	Asia/Yekaterinburg	2024-04-20
538416	Kushchyovskaya	46.5599	39.6321	PPLA2	38		29915	Europe/Moscow	2022-09-16
538442	Kusa	55.34503	59.44004	PPLA2	13		19818	Asia/Yekaterinburg	2025-02-18
538558	Kurskaya	44.04315	44.45497	PPLA2	70		12036	Europe/Moscow	2024-01-09
538560	Kursk	51.72689	36.18457	PPLA	41		448733	Europe/Moscow	2026-04-14
538582	Kursavka	44.46151	42.50407	PPLA2	70		11043	Europe/Moscow	2024-01-09
538685	Kurmanayevka	52.50699	52.06633	PPLA2	55		4552	Asia/Yekaterinburg	2024-11-12
538733	Kurkino	53.42595	38.65597	PPLA2	76		5944	Europe/Moscow	2023-05-11
538836	Kurganinsk	44.88448	40.58893	PPLA2	38		47681	Europe/Moscow	2024-09-12
538908	Kurchatov	51.65356	35.68651	PPLA2	41		46600	Europe/Moscow	2023-10-06
538913	Kurchaloy	43.20487	46.08784	PPLA2	12		20903	Europe/Moscow	2023-12-11
538994	Kurakh	41.58488	47.78207	PPLA2	17		3364	Europe/Moscow	2023-10-06
539061	Kupchino	59.859	30.388	PPLX	66	562330	54198	Europe/Moscow	2024-03-04
539104	Kun’ya	56.2931	30.98009	PPLA2	60		0	Europe/Moscow	2023-06-14
539110	Kuntsevo	55.74216	37.40225	PPLX	48		147497	Europe/Moscow	2026-04-16
539147	Kungur	57.41435	56.97157	PPLA2	90		66389	Asia/Yekaterinburg	2024-05-14
539221	Kumylzhenskaya	49.88176	42.58611	PPLA2	84		8061	Europe/Volgograd	2024-09-12
539233	Kumukh	42.17018	47.11597	PPLA2	17		2658	Europe/Moscow	2023-10-06
539283	Kumertau	52.76493	55.78785	PPLA2	08		65321	Asia/Yekaterinburg	2024-12-12
539284	Kumëny	58.10799	49.91326	PPLA2	33		5090	Europe/Kirov	2024-01-09
539555	Kulebaki	55.41333	42.5325	PPLA2	51		37622	Europe/Moscow	2023-12-11
539689	Kukmor	56.18648	50.89404	PPLA2	73		16795	Europe/Moscow	2025-09-09
539817	Kudymkar	59.01516	54.65319	PPLA2	90		31596	Asia/Yekaterinburg	2024-05-14
540103	Kstovo	56.1475	44.19865	PPLA2	51	540102	67242	Europe/Moscow	2023-12-11
540121	Kshenskiy	51.84083	37.71361	PPLA2	41		6504	Europe/Moscow	2023-10-06
540251	Krymsk	44.92625	37.99025	PPLA2	38		57555	Europe/Moscow	2024-09-12
540267	Krylovskaya	46.32109	39.97011	PPLA2	38	540263	14605	Europe/Moscow	2024-09-12
540761	Kropotkin	45.43722	40.5704	PPLA2	38		79599	Europe/Moscow	2024-09-12
540776	Kromy	52.68762	35.76665	PPLA2	56		7098	Europe/Moscow	2023-05-11
541092	Kresty	56.77595	28.09083	PPLA3	60		0	Europe/Moscow	2017-05-07
541116	Kresttsy	58.24782	32.51796	PPLA2	52		9737	Europe/Moscow	2023-09-06
541337	Krasnyy Yar	53.4978	50.39209	PPLA2	65		7664	Europe/Samara	2025-07-16
541349	Krasnyy Yar	46.53241	48.34476	PPLA2	07		10876	Europe/Astrakhan	2024-01-09
541404	Krasnyy Sulin	47.89246	40.07185	PPLA2	61		44133	Europe/Moscow	2024-09-12
541406	Biryulëvo Zapadnoye	55.58766	37.64282	PPLX	47		89000	Europe/Moscow	2013-04-02
541647	Krasnyy Kut	50.95015	46.96851	PPLA2	67		14956	Europe/Saratov	2025-07-16
541704	Krasnyy Kholm	58.06166	37.11975	PPLA2	77		6120	Europe/Moscow	2023-05-11
541867	Krasnyy	54.56632	31.43158	PPLA2	69		0	Europe/Moscow	2023-02-10
541947	Krasnoznamensk	54.94222	22.48972	PPLA2	23		3724	Europe/Kaliningrad	2016-03-09
542109	Krasnoye	52.86331	38.78455	PPLA2	43		4021	Europe/Moscow	2023-12-11
542121	Krasnoye	50.93291	38.68125	PPLA2	09		2352	Europe/Moscow	2024-10-11
542184	Krasnovishersk	60.40728	57.08286	PPLA2	90		18185	Asia/Yekaterinburg	2024-05-14
542194	Krasnousol’skiy	53.88755	56.47205	PPLA2	08		0	Asia/Yekaterinburg	2024-12-12
542199	Krasnoufimsk	56.61399	57.76897	PPLA2	71		43121	Asia/Yekaterinburg	2024-04-20
542212	Krasnoslobodsk	54.42548	43.78561	PPLA2	46		10748	Europe/Moscow	2024-05-14
542327	Krasnokamsk	58.0787	55.75622	PPLA2	90		52689	Asia/Yekaterinburg	2024-05-14
542334	Krasnogvardeyskoye	45.84493	41.51745	PPLA2	70		16169	Europe/Moscow	2024-01-09
542335	Krasnogvardeyskoye	45.13235	39.57438	PPLA2	01		9071	Europe/Moscow	2024-01-09
542356	Krasnogorskoye	57.7047	52.4999	PPLA2	80		4508	Europe/Samara	2024-02-08
542374	Krasnogorsk	55.81904	37.32984	PPLA2	47		92932	Europe/Moscow	2023-07-11
542378	Krasnogorodsk	56.83388	28.29873	PPLA2	60		4563	Europe/Moscow	2023-06-14
542420	Krasnodar	45.04534	38.98178	PPLA	38		899541	Europe/Moscow	2026-04-14
542423	Krasnoborsk	61.55802	45.934	PPLA2	06		4838	Europe/Moscow	2024-02-08
542461	Krasnoarmeyskaya	45.36551	38.21194	PPLA2	38		29009	Europe/Moscow	2024-09-12
542464	Krasnoarmeysk	51.02349	45.69665	PPLA2	67		25841	Europe/Saratov	2025-07-16
542561	Krasnaya Zarya	52.78471	37.68702	PPLA2	56		1802	Europe/Moscow	2023-05-11
542571	Krasnaya Yaruga	50.80198	35.65774	PPLA2	09		7924	Europe/Moscow	2024-10-11
542634	Presnenskiy	55.75	37.55	PPLX	48		122000	Europe/Moscow	2018-11-14
542769	Krasnaya Gorka	55.19348	56.67443	PPLA2	08		4079	Asia/Yekaterinburg	2024-12-12
542776	Krasnaya Gorbatka	55.87701	41.75508	PPLA2	83		9225	Europe/Moscow	2023-09-06
542788	Krasnaya Gora	52.9995	31.6023	PPLA2	10		6468	Europe/Moscow	2023-03-08
543018	Koz’modem’yansk	56.33209	46.5606	PPLA2	45		22700	Europe/Moscow	2023-12-11
543254	Kozhukhovo	55.7	37.66667	PPLX	47		50000	Europe/Moscow	2013-04-02
543344	Kozeyevo	55.86667	37.61667	PPLX	48		50000	Europe/Moscow	2013-04-02
543348	Kozel’sk	54.0366	35.77088	PPLA2	25		19500	Europe/Moscow	2023-05-11
543396	Koygorodok	60.44379	51.00342	PPLA2	34		2924	Europe/Moscow	2024-05-14
543436	Kovylkino	54.0372	43.91871	PPLA2	46		21400	Europe/Moscow	2024-05-14
543460	Kovrov	56.35752	41.31893	PPLA2	83	543454	154224	Europe/Moscow	2023-09-06
543494	Kovernino	57.128	43.81462	PPLA2	51	543493	6988	Europe/Moscow	2023-12-11
543508	Kovdor	67.56627	30.47765	PPLA2	49		19518	Europe/Moscow	2024-02-08
543605	Kotovsk	52.59047	41.50251	PPLA2	72		33077	Europe/Moscow	2024-04-20
543633	Kotovo	50.31567	44.81002	PPLA2	84		26981	Europe/Volgograd	2024-09-12
543704	Kotlas	61.25663	46.6537	PPLA2	06		59180	Europe/Moscow	2024-02-08
543728	Kotel’nikovo	47.63012	43.14158	PPLA2	84		19622	Europe/Volgograd	2024-09-12
543731	Kotel’niki	55.65384	37.86234	PPLA2	47		18300	Europe/Moscow	2023-07-11
543737	Kotel’nich	58.30348	48.33745	PPLA2	33		27600	Europe/Kirov	2024-01-09
543878	Kostroma	57.76638	40.92828	PPLA	37	543869	277280	Europe/Moscow	2026-04-14
544084	Koslan	63.45954	48.89695	PPLA2	34		2547	Europe/Moscow	2024-05-14
