geoname_id	name	preferred	historic	from	to
497984	Сеченово	1	0
498114	Саввинская Слобода	1	0
498134	Саврасово	1	0
498677	Саратов	1	0
498687	Сарапул	1	0
498696	Сараны	1	0
498783	Саперный	1	0
498817	Санкт-Петербург	1	0
498822	Саньков Бор	1	0
499099	Самара	1	0
499228	Салми	1	0
499280	Селиховы Дворы	1	0
499383	Сахалин	1	0
499384	Сахалин	1	0
499604	Дубки	1	0
499808	Рыжёво	1	0
499813	Кислицыно	1	0
499814	Рюттю	1	0
500019	Рыбацкое	1	0
500104	Ряттель	1	0
500405	Русские Шибаши	1	0
500420	Анташи	1	0
500526	Русавкино-Поповщино	1	0
500843	Рублёво	1	0
500938	Большие Рожки	1	0
501183	Ростов Великий	1	0
501215	Россошь	1	0
501296	Рощино	1	0
501320	Рошаль	1	1
501528	Рохма	1	0
501660	Рогачево	1	0
501775	Родионово-Несветаиское	1	0
501892	Равнина	1	0
502032	Ретинское	1	0
502117	Лисицыно	1	0
502411	Растьнаволок	1	0
502429	Разино	1	0
502540	Раевский	1	0
502839	Новинка	1	0
503106	Рахманово	1	0
503234	Радогощь	1	0
503248	Радица-Крыловка	1	0
503428	Пыра	1	0
503499	Пятницкое	1	0
503530	Пятино	1	0
503581	Пяозерский	1	0
503950	Пушной	1	0
504003	Пушкин	1	0
504030	Пушкари	1	0
504041	Пущино	1	0
504258	Пудрино	1	0
504542	Ближние Прудищи	1	0
504691	Просек	1	0
504847	Прокушево	1	0
504915	Прохоровка	1	0
505044	Приволжское	1	0
505230	Приозерск	1	0
505257	Урзуф	0	0
505567	Пречистено	1	0
505719	Пожарище	1	0
505978	Госточи	1	0
506043	Котловка	1	0
506051	Бобылино	1	0
506093	Володарского	1	0
506114	Посёлок Бородинского	1	0
506188	Порт-Катон	1	0
506205	Порозово	1	0
506281	Порфировка	1	0
506286	Порецкое	1	0
506291	Поречье-Рыбное	1	0
506397	Попово	1	0
506763	Полярный	1	0
506768	Поляны	1	0
506829	д. Поляна	1	0
506958	Полтево	1	0
507302	Полдневое	1	0
507382	Покровское	1	0
507624	Похвистнево	1	0
507840	Погорелец	1	0
507914	Подъячево	1	0
507925	Подвязново	1	0
507985	Подсосено	1	0
507998	Подсолнечное	1	0
508047	Подозванье	1	0
508154	Подмошье	1	0
508295	Подгорье	1	0
508463	Подборовье	1	0
508563	Починок	1	0
508732	Пнёво	1	0
508811	Плотичье	1	0
508870	Плосково	1	0
508926	Плодовое	1	0
509010	Плющево	1	0
509029	Плес	1	0
509121	Платаново	1	0
509196	Груздево	1	0
509247	Чащино	1	0
509538	Пильна	1	0
509598	Пикалёво	1	0
509768	Петряевка	1	0
509889	Петровское	1	0
510001	Петрово	1	0
510225	Петродворец	1	1
